2025-08-05 16:48:11 startup archives install
2025-08-05 16:51:30 status unpacked libbytesize1:amd64 2.10-1ubuntu2
2025-08-05 16:51:30 status half-configured libbytesize1:amd64 2.10-1ubuntu2
2025-08-05 16:51:30 status installed libbytesize1:amd64 2.10-1ubuntu2
2025-08-05 16:51:30 configure libtss2-tcti-cmd0t64:amd64 4.0.1-7.1ubuntu5.1 <none>
2025-08-05 16:51:30 status unpacked libtss2-tcti-cmd0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:51:30 status half-configured libtss2-tcti-cmd0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:51:30 status installed libtss2-tcti-cmd0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:51:30 configure libabsl20220623t64:amd64 20220623.1-3.1ubuntu3.2 <none>
2025-08-05 16:51:30 status unpacked libabsl20220623t64:amd64 20220623.1-3.1ubuntu3.2
2025-08-05 16:51:30 status half-configured libabsl20220623t64:amd64 20220623.1-3.1ubuntu3.2
2025-08-05 16:51:30 status installed libabsl20220623t64:amd64 20220623.1-3.1ubuntu3.2
2025-08-05 16:51:30 configure libglu1-mesa:amd64 9.0.2-1.1build1 <none>
2025-08-05 16:51:30 status unpacked libglu1-mesa:amd64 9.0.2-1.1build1
2025-08-05 16:51:30 status half-configured libglu1-mesa:amd64 9.0.2-1.1build1
2025-08-05 16:51:30 status installed libglu1-mesa:amd64 9.0.2-1.1build1
2025-08-05 16:51:30 configure libflac12t64:amd64 1.4.3+ds-2.1ubuntu2 <none>
2025-08-05 16:51:30 status unpacked libflac12t64:amd64 1.4.3+ds-2.1ubuntu2
2025-08-05 16:51:30 status half-configured libflac12t64:amd64 1.4.3+ds-2.1ubuntu2
2025-08-05 16:51:30 status installed libflac12t64:amd64 1.4.3+ds-2.1ubuntu2
2025-08-05 16:51:30 configure libbrlapi0.8:amd64 6.6-4ubuntu5 <none>
2025-08-05 16:51:30 status unpacked libbrlapi0.8:amd64 6.6-4ubuntu5
2025-08-05 16:51:30 status half-configured libbrlapi0.8:amd64 6.6-4ubuntu5
2025-08-05 16:51:30 status installed libbrlapi0.8:amd64 6.6-4ubuntu5
2025-08-05 16:51:30 configure fonts-droid-fallback:all 1:6.0.1r16-1.1build1 <none>
2025-08-05 16:51:30 status unpacked fonts-droid-fallback:all 1:6.0.1r16-1.1build1
2025-08-05 16:51:30 status half-configured fonts-droid-fallback:all 1:6.0.1r16-1.1build1
2025-08-05 16:51:30 status installed fonts-droid-fallback:all 1:6.0.1r16-1.1build1
2025-08-05 16:51:30 configure libwayland-egl1:amd64 1.22.0-2.1build1 <none>
2025-08-05 16:51:30 status unpacked libwayland-egl1:amd64 1.22.0-2.1build1
2025-08-05 16:51:30 status half-configured libwayland-egl1:amd64 1.22.0-2.1build1
2025-08-05 16:51:30 status installed libwayland-egl1:amd64 1.22.0-2.1build1
2025-08-05 16:51:30 configure libusb-1.0-0:amd64 2:1.0.27-1 <none>
2025-08-05 16:51:30 status unpacked libusb-1.0-0:amd64 2:1.0.27-1
2025-08-05 16:51:30 status half-configured libusb-1.0-0:amd64 2:1.0.27-1
2025-08-05 16:51:30 status installed libusb-1.0-0:amd64 2:1.0.27-1
2025-08-05 16:51:30 configure libstemmer0d:amd64 2.2.0-4build1 <none>
2025-08-05 16:51:30 status unpacked libstemmer0d:amd64 2.2.0-4build1
2025-08-05 16:51:30 status half-configured libstemmer0d:amd64 2.2.0-4build1
2025-08-05 16:51:30 status installed libstemmer0d:amd64 2.2.0-4build1
2025-08-05 16:51:30 configure aptdaemon-data:all 1.1.1+bzr982-0ubuntu44 <none>
2025-08-05 16:51:30 status unpacked aptdaemon-data:all 1.1.1+bzr982-0ubuntu44
2025-08-05 16:51:30 status half-configured aptdaemon-data:all 1.1.1+bzr982-0ubuntu44
2025-08-05 16:51:30 status installed aptdaemon-data:all 1.1.1+bzr982-0ubuntu44
2025-08-05 16:51:30 configure libperl5.38t64:amd64 5.38.2-3.2ubuntu0.2 <none>
2025-08-05 16:51:30 status unpacked libperl5.38t64:amd64 5.38.2-3.2ubuntu0.2
2025-08-05 16:51:30 status half-configured libperl5.38t64:amd64 5.38.2-3.2ubuntu0.2
2025-08-05 16:51:30 status installed libperl5.38t64:amd64 5.38.2-3.2ubuntu0.2
2025-08-05 16:51:30 configure libxkbfile1:amd64 1:1.1.0-1build4 <none>
2025-08-05 16:51:30 status unpacked libxkbfile1:amd64 1:1.1.0-1build4
2025-08-05 16:51:30 status half-configured libxkbfile1:amd64 1:1.1.0-1build4
2025-08-05 16:51:30 status installed libxkbfile1:amd64 1:1.1.0-1build4
2025-08-05 16:51:30 configure tnftp:amd64 20230507-2build3 <none>
2025-08-05 16:51:30 status unpacked tnftp:amd64 20230507-2build3
2025-08-05 16:51:30 status half-configured tnftp:amd64 20230507-2build3
2025-08-05 16:51:30 status installed tnftp:amd64 20230507-2build3
2025-08-05 16:51:30 configure libdjvulibre-text:all 3.5.28-2ubuntu0.24.04.1 <none>
2025-08-05 16:51:30 status unpacked libdjvulibre-text:all 3.5.28-2ubuntu0.24.04.1
2025-08-05 16:51:30 status half-configured libdjvulibre-text:all 3.5.28-2ubuntu0.24.04.1
2025-08-05 16:51:30 status installed libdjvulibre-text:all 3.5.28-2ubuntu0.24.04.1
2025-08-05 16:51:30 configure libgexiv2-2:amd64 0.14.2-2build3 <none>
2025-08-05 16:51:30 status unpacked libgexiv2-2:amd64 0.14.2-2build3
2025-08-05 16:51:30 status half-configured libgexiv2-2:amd64 0.14.2-2build3
2025-08-05 16:51:30 status installed libgexiv2-2:amd64 0.14.2-2build3
2025-08-05 16:51:30 configure libchewing3:amd64 0.6.0-1build1 <none>
2025-08-05 16:51:30 status unpacked libchewing3:amd64 0.6.0-1build1
2025-08-05 16:51:30 status half-configured libchewing3:amd64 0.6.0-1build1
2025-08-05 16:51:30 status installed libchewing3:amd64 0.6.0-1build1
2025-08-05 16:51:30 configure libndp0:amd64 1.8-1fakesync1ubuntu0.24.04.1 <none>
2025-08-05 16:51:30 status unpacked libndp0:amd64 1.8-1fakesync1ubuntu0.24.04.1
2025-08-05 16:51:30 status half-configured libndp0:amd64 1.8-1fakesync1ubuntu0.24.04.1
2025-08-05 16:51:30 status installed libndp0:amd64 1.8-1fakesync1ubuntu0.24.04.1
2025-08-05 16:51:30 configure policykit-desktop-privileges:all 0.22 <none>
2025-08-05 16:51:30 status unpacked policykit-desktop-privileges:all 0.22
2025-08-05 16:51:30 status half-configured policykit-desktop-privileges:all 0.22
2025-08-05 16:51:30 status installed policykit-desktop-privileges:all 0.22
2025-08-05 16:51:30 configure libgupnp-av-1.0-3:amd64 0.14.1-2build2 <none>
2025-08-05 16:51:30 status unpacked libgupnp-av-1.0-3:amd64 0.14.1-2build2
2025-08-05 16:51:30 status half-configured libgupnp-av-1.0-3:amd64 0.14.1-2build2
2025-08-05 16:51:30 status installed libgupnp-av-1.0-3:amd64 0.14.1-2build2
2025-08-05 16:51:30 configure dmidecode:amd64 3.5-3ubuntu0.1 <none>
2025-08-05 16:51:30 status unpacked dmidecode:amd64 3.5-3ubuntu0.1
2025-08-05 16:51:30 status half-configured dmidecode:amd64 3.5-3ubuntu0.1
2025-08-05 16:51:30 status installed dmidecode:amd64 3.5-3ubuntu0.1
2025-08-05 16:51:30 configure libhunspell-1.7-0:amd64 1.7.2+really1.7.2-10build3 <none>
2025-08-05 16:51:30 status unpacked libhunspell-1.7-0:amd64 1.7.2+really1.7.2-10build3
2025-08-05 16:51:30 status half-configured libhunspell-1.7-0:amd64 1.7.2+really1.7.2-10build3
2025-08-05 16:51:30 status installed libhunspell-1.7-0:amd64 1.7.2+really1.7.2-10build3
2025-08-05 16:51:30 configure sbsigntool:amd64 0.9.4-3.1ubuntu7 <none>
2025-08-05 16:51:30 status unpacked sbsigntool:amd64 0.9.4-3.1ubuntu7
2025-08-05 16:51:30 status half-configured sbsigntool:amd64 0.9.4-3.1ubuntu7
2025-08-05 16:51:30 status installed sbsigntool:amd64 0.9.4-3.1ubuntu7
2025-08-05 16:51:30 configure libaccountsservice0:amd64 23.13.9-2ubuntu6 <none>
2025-08-05 16:51:30 status unpacked libaccountsservice0:amd64 23.13.9-2ubuntu6
2025-08-05 16:51:30 status half-configured libaccountsservice0:amd64 23.13.9-2ubuntu6
2025-08-05 16:51:30 status installed libaccountsservice0:amd64 23.13.9-2ubuntu6
2025-08-05 16:51:30 configure p11-kit:amd64 0.25.3-4ubuntu2.1 <none>
2025-08-05 16:51:30 status unpacked p11-kit:amd64 0.25.3-4ubuntu2.1
2025-08-05 16:51:30 status half-configured p11-kit:amd64 0.25.3-4ubuntu2.1
2025-08-05 16:51:30 status installed p11-kit:amd64 0.25.3-4ubuntu2.1
2025-08-05 16:51:30 configure glib-networking-common:all 2.80.0-1build1 <none>
2025-08-05 16:51:30 status unpacked glib-networking-common:all 2.80.0-1build1
2025-08-05 16:51:30 status half-configured glib-networking-common:all 2.80.0-1build1
2025-08-05 16:51:30 status installed glib-networking-common:all 2.80.0-1build1
2025-08-05 16:51:30 configure fonts-liberation-sans-narrow:all 1:1.07.6-4 <none>
2025-08-05 16:51:30 status unpacked fonts-liberation-sans-narrow:all 1:1.07.6-4
2025-08-05 16:51:30 status half-configured fonts-liberation-sans-narrow:all 1:1.07.6-4
2025-08-05 16:51:30 status installed fonts-liberation-sans-narrow:all 1:1.07.6-4
2025-08-05 16:51:30 configure gir1.2-nm-1.0:amd64 1.46.0-1ubuntu2.2 <none>
2025-08-05 16:51:30 status unpacked gir1.2-nm-1.0:amd64 1.46.0-1ubuntu2.2
2025-08-05 16:51:30 status half-configured gir1.2-nm-1.0:amd64 1.46.0-1ubuntu2.2
2025-08-05 16:51:30 status installed gir1.2-nm-1.0:amd64 1.46.0-1ubuntu2.2
2025-08-05 16:51:30 configure libsane-common:all 1.2.1-7build4 <none>
2025-08-05 16:51:30 status unpacked libsane-common:all 1.2.1-7build4
2025-08-05 16:51:30 status half-configured libsane-common:all 1.2.1-7build4
2025-08-05 16:51:30 status installed libsane-common:all 1.2.1-7build4
2025-08-05 16:51:30 configure libgck-1-0:amd64 3.41.2-1build3 <none>
2025-08-05 16:51:30 status unpacked libgck-1-0:amd64 3.41.2-1build3
2025-08-05 16:51:30 status half-configured libgck-1-0:amd64 3.41.2-1build3
2025-08-05 16:51:30 status installed libgck-1-0:amd64 3.41.2-1build3
2025-08-05 16:51:30 configure libisl23:amd64 0.26-3build1.1 <none>
2025-08-05 16:51:30 status unpacked libisl23:amd64 0.26-3build1.1
2025-08-05 16:51:30 status half-configured libisl23:amd64 0.26-3build1.1
2025-08-05 16:51:30 status installed libisl23:amd64 0.26-3build1.1
2025-08-05 16:51:30 configure libde265-0:amd64 1.0.15-1build3 <none>
2025-08-05 16:51:30 status unpacked libde265-0:amd64 1.0.15-1build3
2025-08-05 16:51:30 status half-configured libde265-0:amd64 1.0.15-1build3
2025-08-05 16:51:30 status installed libde265-0:amd64 1.0.15-1build3
2025-08-05 16:51:30 configure python3-xkit:all 0.5.0ubuntu6 <none>
2025-08-05 16:51:30 status unpacked python3-xkit:all 0.5.0ubuntu6
2025-08-05 16:51:30 status half-configured python3-xkit:all 0.5.0ubuntu6
2025-08-05 16:51:30 status installed python3-xkit:all 0.5.0ubuntu6
2025-08-05 16:51:30 configure libtss2-tcti-swtpm0t64:amd64 4.0.1-7.1ubuntu5.1 <none>
2025-08-05 16:51:30 status unpacked libtss2-tcti-swtpm0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:51:30 status half-configured libtss2-tcti-swtpm0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:51:30 status installed libtss2-tcti-swtpm0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:51:30 configure libdaemon0:amd64 0.14-7.1ubuntu4 <none>
2025-08-05 16:51:30 status unpacked libdaemon0:amd64 0.14-7.1ubuntu4
2025-08-05 16:51:30 status half-configured libdaemon0:amd64 0.14-7.1ubuntu4
2025-08-05 16:51:30 status installed libdaemon0:amd64 0.14-7.1ubuntu4
2025-08-05 16:51:30 configure klibc-utils:amd64 2.0.13-4ubuntu0.1 <none>
2025-08-05 16:51:30 status unpacked klibc-utils:amd64 2.0.13-4ubuntu0.1
2025-08-05 16:51:30 status half-configured klibc-utils:amd64 2.0.13-4ubuntu0.1
2025-08-05 16:51:30 status installed klibc-utils:amd64 2.0.13-4ubuntu0.1
2025-08-05 16:51:30 configure libsamplerate0:amd64 0.2.2-4build1 <none>
2025-08-05 16:51:30 status unpacked libsamplerate0:amd64 0.2.2-4build1
2025-08-05 16:51:30 status half-configured libsamplerate0:amd64 0.2.2-4build1
2025-08-05 16:51:30 status installed libsamplerate0:amd64 0.2.2-4build1
2025-08-05 16:51:30 configure libimobiledevice6:amd64 1.3.0-8.1build3 <none>
2025-08-05 16:51:30 status unpacked libimobiledevice6:amd64 1.3.0-8.1build3
2025-08-05 16:51:30 status half-configured libimobiledevice6:amd64 1.3.0-8.1build3
2025-08-05 16:51:30 status installed libimobiledevice6:amd64 1.3.0-8.1build3
2025-08-05 16:51:30 configure libnss-mdns:amd64 0.15.1-4build1 <none>
2025-08-05 16:51:30 status unpacked libnss-mdns:amd64 0.15.1-4build1
2025-08-05 16:51:30 status half-configured libnss-mdns:amd64 0.15.1-4build1
2025-08-05 16:51:30 status installed libnss-mdns:amd64 0.15.1-4build1
2025-08-05 16:51:30 configure libwebpmux3:amd64 1.3.2-0.4build3 <none>
2025-08-05 16:51:30 status unpacked libwebpmux3:amd64 1.3.2-0.4build3
2025-08-05 16:51:30 status half-configured libwebpmux3:amd64 1.3.2-0.4build3
2025-08-05 16:51:30 status installed libwebpmux3:amd64 1.3.2-0.4build3
2025-08-05 16:51:30 configure libppd2-common:all 2:2.0.0-0ubuntu4.1 <none>
2025-08-05 16:51:30 status unpacked libppd2-common:all 2:2.0.0-0ubuntu4.1
2025-08-05 16:51:30 status half-configured libppd2-common:all 2:2.0.0-0ubuntu4.1
2025-08-05 16:51:30 status installed libppd2-common:all 2:2.0.0-0ubuntu4.1
2025-08-05 16:51:30 configure libsss-nss-idmap0:amd64 2.9.4-1.1ubuntu6.2 <none>
2025-08-05 16:51:30 status unpacked libsss-nss-idmap0:amd64 2.9.4-1.1ubuntu6.2
2025-08-05 16:51:30 status half-configured libsss-nss-idmap0:amd64 2.9.4-1.1ubuntu6.2
2025-08-05 16:51:30 status installed libsss-nss-idmap0:amd64 2.9.4-1.1ubuntu6.2
2025-08-05 16:51:30 configure libini-config5t64:amd64 0.6.2-2.1build1 <none>
2025-08-05 16:51:30 status unpacked libini-config5t64:amd64 0.6.2-2.1build1
2025-08-05 16:51:30 status half-configured libini-config5t64:amd64 0.6.2-2.1build1
2025-08-05 16:51:30 status installed libini-config5t64:amd64 0.6.2-2.1build1
2025-08-05 16:51:30 configure fonts-arphic-ukai:all 0.2.20080216.2-5 <none>
2025-08-05 16:51:30 status unpacked fonts-arphic-ukai:all 0.2.20080216.2-5
2025-08-05 16:51:30 status half-configured fonts-arphic-ukai:all 0.2.20080216.2-5
2025-08-05 16:51:30 status installed fonts-arphic-ukai:all 0.2.20080216.2-5
2025-08-05 16:51:30 configure libgamemodeauto0:amd64 1.8.1-2build1 <none>
2025-08-05 16:51:30 status unpacked libgamemodeauto0:amd64 1.8.1-2build1
2025-08-05 16:51:30 status half-configured libgamemodeauto0:amd64 1.8.1-2build1
2025-08-05 16:51:30 status installed libgamemodeauto0:amd64 1.8.1-2build1
2025-08-05 16:51:30 configure libeis1:amd64 1.2.1-1 <none>
2025-08-05 16:51:30 status unpacked libeis1:amd64 1.2.1-1
2025-08-05 16:51:30 status half-configured libeis1:amd64 1.2.1-1
2025-08-05 16:51:30 status installed libeis1:amd64 1.2.1-1
2025-08-05 16:51:31 configure cloud-guest-utils:all 0.33-1 <none>
2025-08-05 16:51:31 status unpacked cloud-guest-utils:all 0.33-1
2025-08-05 16:51:31 status half-configured cloud-guest-utils:all 0.33-1
2025-08-05 16:51:31 status installed cloud-guest-utils:all 0.33-1
2025-08-05 16:51:31 configure libsasl2-modules-gssapi-mit:amd64 2.1.28+dfsg1-5ubuntu3.1 <none>
2025-08-05 16:51:31 status unpacked libsasl2-modules-gssapi-mit:amd64 2.1.28+dfsg1-5ubuntu3.1
2025-08-05 16:51:31 status half-configured libsasl2-modules-gssapi-mit:amd64 2.1.28+dfsg1-5ubuntu3.1
2025-08-05 16:51:31 status installed libsasl2-modules-gssapi-mit:amd64 2.1.28+dfsg1-5ubuntu3.1
2025-08-05 16:51:31 configure gvfs-common:all 1.54.4-0ubuntu1~24.04.1 <none>
2025-08-05 16:51:31 status unpacked gvfs-common:all 1.54.4-0ubuntu1~24.04.1
2025-08-05 16:51:31 status half-configured gvfs-common:all 1.54.4-0ubuntu1~24.04.1
2025-08-05 16:51:31 status installed gvfs-common:all 1.54.4-0ubuntu1~24.04.1
2025-08-05 16:51:31 configure gir1.2-ibus-1.0:amd64 1.5.29-2 <none>
2025-08-05 16:51:31 status unpacked gir1.2-ibus-1.0:amd64 1.5.29-2
2025-08-05 16:51:31 status half-configured gir1.2-ibus-1.0:amd64 1.5.29-2
2025-08-05 16:51:31 status installed gir1.2-ibus-1.0:amd64 1.5.29-2
2025-08-05 16:51:31 configure libdrm-common:all 2.4.122-1~ubuntu0.24.04.1 <none>
2025-08-05 16:51:31 status unpacked libdrm-common:all 2.4.122-1~ubuntu0.24.04.1
2025-08-05 16:51:31 status half-configured libdrm-common:all 2.4.122-1~ubuntu0.24.04.1
2025-08-05 16:51:31 status installed libdrm-common:all 2.4.122-1~ubuntu0.24.04.1
2025-08-05 16:51:31 configure libxcomposite1:amd64 1:0.4.5-1build3 <none>
2025-08-05 16:51:31 status unpacked libxcomposite1:amd64 1:0.4.5-1build3
2025-08-05 16:51:31 status half-configured libxcomposite1:amd64 1:0.4.5-1build3
2025-08-05 16:51:31 status installed libxcomposite1:amd64 1:0.4.5-1build3
2025-08-05 16:51:31 configure libarchive13t64:amd64 3.7.2-2ubuntu0.5 <none>
2025-08-05 16:51:31 status unpacked libarchive13t64:amd64 3.7.2-2ubuntu0.5
2025-08-05 16:51:31 status half-configured libarchive13t64:amd64 3.7.2-2ubuntu0.5
2025-08-05 16:51:31 status installed libarchive13t64:amd64 3.7.2-2ubuntu0.5
2025-08-05 16:51:31 configure python3-distro-info:all 1.7build1 <none>
2025-08-05 16:51:31 status unpacked python3-distro-info:all 1.7build1
2025-08-05 16:51:31 status half-configured python3-distro-info:all 1.7build1
2025-08-05 16:51:31 status installed python3-distro-info:all 1.7build1
2025-08-05 16:51:31 configure libgcr-base-3-1:amd64 3.41.2-1build3 <none>
2025-08-05 16:51:31 status unpacked libgcr-base-3-1:amd64 3.41.2-1build3
2025-08-05 16:51:31 status half-configured libgcr-base-3-1:amd64 3.41.2-1build3
2025-08-05 16:51:31 status installed libgcr-base-3-1:amd64 3.41.2-1build3
2025-08-05 16:51:31 configure libevdev2:amd64 1.13.1+dfsg-1build1 <none>
2025-08-05 16:51:31 status unpacked libevdev2:amd64 1.13.1+dfsg-1build1
2025-08-05 16:51:31 status half-configured libevdev2:amd64 1.13.1+dfsg-1build1
2025-08-05 16:51:31 status installed libevdev2:amd64 1.13.1+dfsg-1build1
2025-08-05 16:51:31 configure libpipewire-0.3-0t64:amd64 1.0.5-1ubuntu3.1 <none>
2025-08-05 16:51:31 status unpacked libpipewire-0.3-0t64:amd64 1.0.5-1ubuntu3.1
2025-08-05 16:51:31 status half-configured libpipewire-0.3-0t64:amd64 1.0.5-1ubuntu3.1
2025-08-05 16:51:31 status installed libpipewire-0.3-0t64:amd64 1.0.5-1ubuntu3.1
2025-08-05 16:51:31 configure publicsuffix:all 20231001.0357-0.1 <none>
2025-08-05 16:51:31 status unpacked publicsuffix:all 20231001.0357-0.1
2025-08-05 16:51:31 status half-configured publicsuffix:all 20231001.0357-0.1
2025-08-05 16:51:31 status installed publicsuffix:all 20231001.0357-0.1
2025-08-05 16:51:31 configure sysstat:amd64 12.6.1-2 <none>
2025-08-05 16:51:31 status unpacked sysstat:amd64 12.6.1-2
2025-08-05 16:51:31 status half-configured sysstat:amd64 12.6.1-2
2025-08-05 16:51:31 status installed sysstat:amd64 12.6.1-2
2025-08-05 16:51:31 configure libpam-gnome-keyring:amd64 46.1-2build1 <none>
2025-08-05 16:51:31 status unpacked libpam-gnome-keyring:amd64 46.1-2build1
2025-08-05 16:51:31 status half-configured libpam-gnome-keyring:amd64 46.1-2build1
2025-08-05 16:51:32 status installed libpam-gnome-keyring:amd64 46.1-2build1
2025-08-05 16:51:32 configure fonts-noto-core:all 20201225-2 <none>
2025-08-05 16:51:32 status unpacked fonts-noto-core:all 20201225-2
2025-08-05 16:51:32 status half-configured fonts-noto-core:all 20201225-2
2025-08-05 16:51:32 status installed fonts-noto-core:all 20201225-2
2025-08-05 16:51:32 configure xdg-utils:all 1.1.3-4.1ubuntu3 <none>
2025-08-05 16:51:32 status unpacked xdg-utils:all 1.1.3-4.1ubuntu3
2025-08-05 16:51:32 status half-configured xdg-utils:all 1.1.3-4.1ubuntu3
2025-08-05 16:51:32 status installed xdg-utils:all 1.1.3-4.1ubuntu3
2025-08-05 16:51:32 configure zstd:amd64 1.5.5+dfsg2-2build1.1 <none>
2025-08-05 16:51:32 status unpacked zstd:amd64 1.5.5+dfsg2-2build1.1
2025-08-05 16:51:32 status half-configured zstd:amd64 1.5.5+dfsg2-2build1.1
2025-08-05 16:51:32 status installed zstd:amd64 1.5.5+dfsg2-2build1.1
2025-08-05 16:51:32 configure libldap2:amd64 2.6.7+dfsg-1~exp1ubuntu8.2 <none>
2025-08-05 16:51:32 status unpacked libldap2:amd64 2.6.7+dfsg-1~exp1ubuntu8.2
2025-08-05 16:51:32 status half-configured libldap2:amd64 2.6.7+dfsg-1~exp1ubuntu8.2
2025-08-05 16:51:32 status installed libldap2:amd64 2.6.7+dfsg-1~exp1ubuntu8.2
2025-08-05 16:51:32 configure foomatic-db-compressed-ppds:all 20230202-1 <none>
2025-08-05 16:51:32 status unpacked foomatic-db-compressed-ppds:all 20230202-1
2025-08-05 16:51:32 status half-configured foomatic-db-compressed-ppds:all 20230202-1
2025-08-05 16:51:32 status installed foomatic-db-compressed-ppds:all 20230202-1
2025-08-05 16:51:32 configure libxmuu1:amd64 2:1.1.3-3build2 <none>
2025-08-05 16:51:32 status unpacked libxmuu1:amd64 2:1.1.3-3build2
2025-08-05 16:51:32 status half-configured libxmuu1:amd64 2:1.1.3-3build2
2025-08-05 16:51:32 status installed libxmuu1:amd64 2:1.1.3-3build2
2025-08-05 16:51:32 configure libonig5:amd64 6.9.9-1build1 <none>
2025-08-05 16:51:32 status unpacked libonig5:amd64 6.9.9-1build1
2025-08-05 16:51:32 status half-configured libonig5:amd64 6.9.9-1build1
2025-08-05 16:51:32 status installed libonig5:amd64 6.9.9-1build1
2025-08-05 16:51:32 configure libunity-protocol-private0:amd64 7.1.4+19.04.20190319-6build4 <none>
2025-08-05 16:51:32 status unpacked libunity-protocol-private0:amd64 7.1.4+19.04.20190319-6build4
2025-08-05 16:51:32 status half-configured libunity-protocol-private0:amd64 7.1.4+19.04.20190319-6build4
2025-08-05 16:51:32 status installed libunity-protocol-private0:amd64 7.1.4+19.04.20190319-6build4
2025-08-05 16:51:32 configure info:amd64 7.1-3build2 <none>
2025-08-05 16:51:32 status unpacked info:amd64 7.1-3build2
2025-08-05 16:51:32 status half-configured info:amd64 7.1-3build2
2025-08-05 16:51:32 status installed info:amd64 7.1-3build2
2025-08-05 16:51:32 configure gpg:amd64 2.4.4-2ubuntu17.3 <none>
2025-08-05 16:51:32 status unpacked gpg:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:51:32 status half-configured gpg:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:51:32 status installed gpg:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:51:32 configure libgudev-1.0-0:amd64 1:238-5ubuntu1 <none>
2025-08-05 16:51:32 status unpacked libgudev-1.0-0:amd64 1:238-5ubuntu1
2025-08-05 16:51:32 status half-configured libgudev-1.0-0:amd64 1:238-5ubuntu1
2025-08-05 16:51:32 status installed libgudev-1.0-0:amd64 1:238-5ubuntu1
2025-08-05 16:51:32 configure libpolkit-gobject-1-0:amd64 124-2ubuntu1.24.04.2 <none>
2025-08-05 16:51:32 status unpacked libpolkit-gobject-1-0:amd64 124-2ubuntu1.24.04.2
2025-08-05 16:51:32 status half-configured libpolkit-gobject-1-0:amd64 124-2ubuntu1.24.04.2
2025-08-05 16:51:32 status installed libpolkit-gobject-1-0:amd64 124-2ubuntu1.24.04.2
2025-08-05 16:51:32 configure xbitmaps:all 1.1.1-2.2 <none>
2025-08-05 16:51:32 status unpacked xbitmaps:all 1.1.1-2.2
2025-08-05 16:51:32 status half-configured xbitmaps:all 1.1.1-2.2
2025-08-05 16:51:32 status installed xbitmaps:all 1.1.1-2.2
2025-08-05 16:51:32 configure libsecret-common:all 0.21.4-1build3 <none>
2025-08-05 16:51:32 status unpacked libsecret-common:all 0.21.4-1build3
2025-08-05 16:51:32 status half-configured libsecret-common:all 0.21.4-1build3
2025-08-05 16:51:32 status installed libsecret-common:all 0.21.4-1build3
2025-08-05 16:51:32 configure libmbim-glib4:amd64 1.31.2-0ubuntu3 <none>
2025-08-05 16:51:32 status unpacked libmbim-glib4:amd64 1.31.2-0ubuntu3
2025-08-05 16:51:32 status half-configured libmbim-glib4:amd64 1.31.2-0ubuntu3
2025-08-05 16:51:32 status installed libmbim-glib4:amd64 1.31.2-0ubuntu3
2025-08-05 16:51:32 configure iputils-tracepath:amd64 3:20240117-1ubuntu0.1 <none>
2025-08-05 16:51:32 status unpacked iputils-tracepath:amd64 3:20240117-1ubuntu0.1
2025-08-05 16:51:32 status half-configured iputils-tracepath:amd64 3:20240117-1ubuntu0.1
2025-08-05 16:51:32 status installed iputils-tracepath:amd64 3:20240117-1ubuntu0.1
2025-08-05 16:51:32 configure libgstreamer1.0-0:amd64 1.24.2-1ubuntu0.1 <none>
2025-08-05 16:51:32 status unpacked libgstreamer1.0-0:amd64 1.24.2-1ubuntu0.1
2025-08-05 16:51:32 status half-configured libgstreamer1.0-0:amd64 1.24.2-1ubuntu0.1
2025-08-05 16:51:32 status installed libgstreamer1.0-0:amd64 1.24.2-1ubuntu0.1
2025-08-05 16:51:32 configure yelp-xsl:all 42.1-2ubuntu0.24.04.1 <none>
2025-08-05 16:51:32 status unpacked yelp-xsl:all 42.1-2ubuntu0.24.04.1
2025-08-05 16:51:32 status half-configured yelp-xsl:all 42.1-2ubuntu0.24.04.1
2025-08-05 16:51:32 status installed yelp-xsl:all 42.1-2ubuntu0.24.04.1
2025-08-05 16:51:32 configure libmp3lame0:amd64 3.100-6build1 <none>
2025-08-05 16:51:32 status unpacked libmp3lame0:amd64 3.100-6build1
2025-08-05 16:51:32 status half-configured libmp3lame0:amd64 3.100-6build1
2025-08-05 16:51:32 status installed libmp3lame0:amd64 3.100-6build1
2025-08-05 16:51:32 configure libtevent0t64:amd64 0.16.1-2build1 <none>
2025-08-05 16:51:32 status unpacked libtevent0t64:amd64 0.16.1-2build1
2025-08-05 16:51:32 status half-configured libtevent0t64:amd64 0.16.1-2build1
2025-08-05 16:51:32 status installed libtevent0t64:amd64 0.16.1-2build1
2025-08-05 16:51:32 configure libgraphene-1.0-0:amd64 1.10.8-3build2 <none>
2025-08-05 16:51:32 status unpacked libgraphene-1.0-0:amd64 1.10.8-3build2
2025-08-05 16:51:32 status half-configured libgraphene-1.0-0:amd64 1.10.8-3build2
2025-08-05 16:51:32 status installed libgraphene-1.0-0:amd64 1.10.8-3build2
